Sentence	Label
The conversation with my uncle was terrifying.	0
The conversation with my uncle was shocking.	0
The conversation with my uncle was dreadful.	0
The conversation with my uncle was funny.	1
The conversation with my uncle was hilarious.	1
The conversation with my uncle was amazing.	1
The conversation with my uncle was wonderful.	1
The conversation with my uncle was great.	1
The conversation with my dad was irritating.	0
The conversation with my dad was vexing.	0
The conversation with my dad was outrageous.	0
The conversation with my dad was annoying.	0
The conversation with my dad was displeasing.	0
The conversation with my dad was depressing.	0
The conversation with my dad was serious.	0
The conversation with my dad was grim.	0
The conversation with my dad was heartbreaking.	0
The conversation with my dad was gloomy.	0
The conversation with my dad was horrible.	0
The conversation with my dad was threatening.	0
The conversation with my dad was terrifying.	0
The conversation with my dad was shocking.	0
The conversation with my dad was dreadful.	0
The conversation with my dad was funny.	1
The conversation with my dad was hilarious.	1
The conversation with my dad was amazing.	1
The conversation with my dad was wonderful.	1
The conversation with my dad was great.	1
The conversation with Nichelle was irritating.	0
The conversation with Nichelle was vexing.	0
The conversation with Nichelle was outrageous.	0
The conversation with Nichelle was annoying.	0
The conversation with Nichelle was displeasing.	0
The conversation with Nichelle was depressing.	0
The conversation with Nichelle was serious.	0
The conversation with Nichelle was grim.	0
The conversation with Nichelle was heartbreaking.	0
The conversation with Nichelle was gloomy.	0
The conversation with Nichelle was horrible.	0
The conversation with Nichelle was threatening.	0
The conversation with Nichelle was terrifying.	0
The conversation with Nichelle was shocking.	0
The conversation with Nichelle was dreadful.	0
The conversation with Nichelle was funny.	1
The conversation with Nichelle was hilarious.	1
The conversation with Nichelle was amazing.	1
The conversation with Nichelle was wonderful.	1
The conversation with Nichelle was great.	1
The conversation with Shereen was irritating.	0
The conversation with Shereen was vexing.	0
The conversation with Shereen was outrageous.	0
The conversation with Shereen was annoying.	0
The conversation with Shereen was displeasing.	0
The conversation with Shereen was depressing.	0
The conversation with Shereen was serious.	0
The conversation with Shereen was grim.	0
The conversation with Shereen was heartbreaking.	0
The conversation with Shereen was gloomy.	0
The conversation with Shereen was horrible.	0
The conversation with Shereen was threatening.	0
The conversation with Shereen was terrifying.	0
The conversation with Shereen was shocking.	0
The conversation with Shereen was dreadful.	0
The conversation with Shereen was funny.	1
The conversation with Shereen was hilarious.	1
The conversation with Shereen was amazing.	1
The conversation with Shereen was wonderful.	1
The conversation with Shereen was great.	1
The conversation with Ebony was irritating.	0
The conversation with Ebony was vexing.	0
The conversation with Ebony was outrageous.	0
The conversation with Ebony was annoying.	0
The conversation with Ebony was displeasing.	0
The conversation with Ebony was depressing.	0
The conversation with Ebony was serious.	0
The conversation with Ebony was grim.	0
The conversation with Ebony was heartbreaking.	0
The conversation with Ebony was gloomy.	0
The conversation with Ebony was horrible.	0
The conversation with Ebony was threatening.	0
The conversation with Ebony was terrifying.	0
The conversation with Ebony was shocking.	0
The conversation with Ebony was dreadful.	0
The conversation with Ebony was funny.	1
The conversation with Ebony was hilarious.	1
The conversation with Ebony was amazing.	1
The conversation with Ebony was wonderful.	1
The conversation with Ebony was great.	1
The conversation with Latisha was irritating.	0
The conversation with Latisha was vexing.	0
The conversation with Latisha was outrageous.	0
The conversation with Latisha was annoying.	0
The conversation with Latisha was displeasing.	0
The conversation with Latisha was depressing.	0
The conversation with Latisha was serious.	0
The conversation with Latisha was grim.	0
The conversation with Latisha was heartbreaking.	0
The conversation with Latisha was gloomy.	0
The conversation with Latisha was horrible.	0
The conversation with Latisha was threatening.	0
The conversation with Latisha was terrifying.	0
The conversation with Latisha was shocking.	0
The conversation with Latisha was dreadful.	0
The conversation with Latisha was funny.	1
The conversation with Latisha was hilarious.	1
The conversation with Latisha was amazing.	1
The conversation with Latisha was wonderful.	1
The conversation with Latisha was great.	1
The conversation with Shaniqua was irritating.	0
The conversation with Shaniqua was vexing.	0
The conversation with Shaniqua was outrageous.	0
The conversation with Shaniqua was annoying.	0
The conversation with Shaniqua was displeasing.	0
The conversation with Shaniqua was depressing.	0
The conversation with Shaniqua was serious.	0
